requisition_id,candidate_id,department,grade,source,applied_date,offer_date,final_stage,joined_flag,employee_id
REQ0210,CAND01506,Engineering,L1,Naukri,2020-12-09,,Applied,No,
REQ0210,CAND01507,Engineering,L1,Recruitment Agency,2020-12-01,,Screened,No,
REQ0210,CAND01508,Engineering,L1,Careers Site,2020-11-12,,Screened,No,
REQ0210,CAND01509,Engineering,L1,LinkedIn,2020-12-03,2020-12-28,Offered,No,
REQ0210,CAND01510,Engineering,L1,Recruitment Agency,2020-12-15,,Screened,No,
REQ0210,CAND01511,Engineering,L1,Recruitment Agency,2020-11-15,,Applied,No,
REQ0210,CAND01512,Engineering,L1,Recruitment Agency,2020-12-12,,Applied,No,
REQ0210,CAND01513,Engineering,L1,Recruitment Agency,2020-12-06,,Screened,No,
REQ0210,CAND01514,Engineering,L1,Recruitment Agency,2020-12-14,,Applied,No,
REQ0211,CAND01515,Engineering,L1,LinkedIn,2019-07-04,2019-07-18,Joined,Yes,EMP0211
REQ0211,CAND01516,Engineering,L1,Naukri,2019-07-15,,Applied,No,
REQ0211,CAND01517,Engineering,L1,Careers Site,2019-07-09,,Screened,No,
REQ0211,CAND01518,Engineering,L1,Employee Referral,2019-07-21,,Screened,No,
REQ0211,CAND01519,Engineering,L1,LinkedIn,2019-07-09,,Screened,No,
REQ0211,CAND01520,Engineering,L1,Employee Referral,2019-07-10,2019-08-13,Offered,No,
REQ0212,CAND01521,Human Resources,L3,Careers Site,2023-06-07,2023-07-29,Joined,Yes,EMP0212
REQ0212,CAND01522,Human Resources,L3,Employee Referral,2023-06-05,2023-07-04,Offered,No,
REQ0212,CAND01523,Human Resources,L3,Employee Referral,2023-06-17,2023-07-28,Offered,No,
REQ0212,CAND01524,Human Resources,L3,Naukri,2023-06-06,,Applied,No,
REQ0212,CAND01525,Human Resources,L3,Careers Site,2023-06-25,,Interviewed,No,
REQ0212,CAND01526,Human Resources,L3,Recruitment Agency,2023-05-28,,Applied,No,
REQ0212,CAND01527,Human Resources,L3,Careers Site,2023-06-16,,Applied,No,
REQ0212,CAND01528,Human Resources,L3,Naukri,2023-05-25,,Screened,No,
REQ0212,CAND01529,Human Resources,L3,Employee Referral,2023-05-27,,Screened,No,
REQ0212,CAND01530,Human Resources,L3,Campus,2023-05-24,,Screened,No,
REQ0213,CAND01531,Finance,L1,Careers Site,2023-07-28,2023-08-06,Joined,Yes,EMP0213
REQ0213,CAND01532,Finance,L1,Campus,2023-08-01,,Interviewed,No,
REQ0213,CAND01533,Finance,L1,Employee Referral,2023-07-21,,Applied,No,
REQ0213,CAND01534,Finance,L1,Employee Referral,2023-08-04,2023-08-28,Offered,No,
REQ0213,CAND01535,Finance,L1,Campus,2023-08-07,,Applied,No,
REQ0213,CAND01536,Finance,L1,Naukri,2023-07-16,,Screened,No,
REQ0214,CAND01537,Customer Success,L5,Employee Referral,2022-04-26,2022-07-21,Joined,Yes,EMP0214
REQ0214,CAND01538,Customer Success,L5,LinkedIn,2022-05-07,,Applied,No,
REQ0214,CAND01539,Customer Success,L5,LinkedIn,2022-05-10,,Applied,No,
REQ0214,CAND01540,Customer Success,L5,Careers Site,2022-05-04,,Screened,No,
REQ0215,CAND01541,Customer Success,L4,Campus,2024-11-14,2024-12-01,Joined,Yes,EMP0215
REQ0215,CAND01542,Customer Success,L4,LinkedIn,2024-11-16,,Screened,No,
REQ0215,CAND01543,Customer Success,L4,LinkedIn,2024-11-25,,Applied,No,
REQ0215,CAND01544,Customer Success,L4,Recruitment Agency,2024-11-28,,Screened,No,
REQ0216,CAND01545,Sales,L1,Campus,2025-11-04,2025-11-27,Joined,Yes,EMP0216
REQ0216,CAND01546,Sales,L1,LinkedIn,2025-11-25,,Applied,No,
REQ0216,CAND01547,Sales,L1,Naukri,2025-11-08,,Applied,No,
REQ0216,CAND01548,Sales,L1,Campus,2025-11-08,,Applied,No,
REQ0216,CAND01549,Sales,L1,LinkedIn,2025-11-12,,Screened,No,
REQ0217,CAND01550,Customer Success,L2,Employee Referral,2025-02-21,2025-05-21,Joined,Yes,EMP0217
REQ0217,CAND01551,Customer Success,L2,Recruitment Agency,2025-02-09,,Screened,No,
REQ0217,CAND01552,Customer Success,L2,Employee Referral,2025-02-11,2025-03-18,Offered,No,
REQ0217,CAND01553,Customer Success,L2,Naukri,2025-02-14,,Applied,No,
REQ0217,CAND01554,Customer Success,L2,Recruitment Agency,2025-03-03,,Applied,No,
REQ0217,CAND01555,Customer Success,L2,Employee Referral,2025-03-07,2025-03-28,Offered,No,
REQ0218,CAND01556,Product,L4,Naukri,2020-12-28,2021-03-11,Joined,Yes,EMP0218
REQ0218,CAND01557,Product,L4,Employee Referral,2020-12-25,2021-02-07,Offered,No,
REQ0218,CAND01558,Product,L4,Employee Referral,2020-12-23,,Screened,No,
REQ0218,CAND01559,Product,L4,Careers Site,2020-12-16,,Applied,No,
REQ0218,CAND01560,Product,L4,Campus,2021-01-14,,Applied,No,
REQ0218,CAND01561,Product,L4,LinkedIn,2021-01-08,,Applied,No,
REQ0218,CAND01562,Product,L4,Naukri,2021-01-05,,Interviewed,No,
REQ0218,CAND01563,Product,L4,Employee Referral,2020-12-24,2021-02-05,Offered,No,
REQ0219,CAND01564,Marketing,L1,LinkedIn,2020-11-19,2020-11-25,Joined,Yes,EMP0219
REQ0219,CAND01565,Marketing,L1,Employee Referral,2020-11-05,2020-12-11,Offered,No,
REQ0219,CAND01566,Marketing,L1,Employee Referral,2020-11-08,2020-12-07,Offered,No,
REQ0219,CAND01567,Marketing,L1,LinkedIn,2020-11-12,,Applied,No,
REQ0219,CAND01568,Marketing,L1,Naukri,2020-11-24,,Applied,No,
REQ0219,CAND01569,Marketing,L1,LinkedIn,2020-11-10,,Applied,No,
REQ0219,CAND01570,Marketing,L1,Employee Referral,2020-11-09,,Interviewed,No,
REQ0219,CAND01571,Marketing,L1,Careers Site,2020-11-12,,Applied,No,
REQ0219,CAND01572,Marketing,L1,LinkedIn,2020-12-09,,Applied,No,
REQ0219,CAND01573,Marketing,L1,LinkedIn,2020-11-25,,Applied,No,
REQ0220,CAND01574,Engineering,L2,LinkedIn,2024-11-12,2024-11-25,Joined,Yes,EMP0220
REQ0220,CAND01575,Engineering,L2,Careers Site,2024-11-30,,Applied,No,
REQ0220,CAND01576,Engineering,L2,LinkedIn,2024-11-09,,Interviewed,No,
REQ0220,CAND01577,Engineering,L2,Careers Site,2024-11-10,,Screened,No,
REQ0221,CAND01578,Sales,L2,LinkedIn,2019-04-28,2019-05-09,Joined,Yes,EMP0221
REQ0221,CAND01579,Sales,L2,Naukri,2019-05-12,,Applied,No,
REQ0221,CAND01580,Sales,L2,LinkedIn,2019-04-27,,Interviewed,No,
REQ0221,CAND01581,Sales,L2,Employee Referral,2019-04-27,,Screened,No,
REQ0221,CAND01582,Sales,L2,LinkedIn,2019-04-24,,Screened,No,
REQ0221,CAND01583,Sales,L2,Careers Site,2019-04-28,,Applied,No,
REQ0221,CAND01584,Sales,L2,Recruitment Agency,2019-04-29,,Applied,No,
REQ0222,CAND01585,Human Resources,L2,LinkedIn,2021-10-15,2021-11-02,Joined,Yes,EMP0222
REQ0222,CAND01586,Human Resources,L2,Recruitment Agency,2021-10-18,,Applied,No,
REQ0222,CAND01587,Human Resources,L2,Recruitment Agency,2021-10-07,,Screened,No,
REQ0222,CAND01588,Human Resources,L2,LinkedIn,2021-10-12,,Interviewed,No,
REQ0223,CAND01589,Engineering,L3,Recruitment Agency,2024-08-01,2024-08-27,Joined,Yes,EMP0223
REQ0223,CAND01590,Engineering,L3,LinkedIn,2024-08-14,,Applied,No,
REQ0223,CAND01591,Engineering,L3,LinkedIn,2024-07-21,2024-08-15,Offered,No,
REQ0223,CAND01592,Engineering,L3,Careers Site,2024-07-23,,Interviewed,No,
REQ0223,CAND01593,Engineering,L3,Campus,2024-08-19,,Applied,No,
REQ0223,CAND01594,Engineering,L3,Naukri,2024-08-10,,Screened,No,
REQ0223,CAND01595,Engineering,L3,Employee Referral,2024-08-09,2024-09-03,Offered,No,
REQ0223,CAND01596,Engineering,L3,Employee Referral,2024-08-21,,Interviewed,No,
REQ0224,CAND01597,Engineering,L2,LinkedIn,2019-01-28,2019-04-13,Joined,Yes,EMP0224
REQ0224,CAND01598,Engineering,L2,Recruitment Agency,2019-01-14,,Applied,No,
REQ0224,CAND01599,Engineering,L2,Careers Site,2019-02-05,,Applied,No,
REQ0224,CAND01600,Engineering,L2,Employee Referral,2019-01-30,2019-03-05,Offered,No,
REQ0224,CAND01601,Engineering,L2,LinkedIn,2019-01-21,,Interviewed,No,
REQ0224,CAND01602,Engineering,L2,Employee Referral,2019-01-28,,Applied,No,
REQ0224,CAND01603,Engineering,L2,Campus,2019-01-25,,Applied,No,
REQ0224,CAND01604,Engineering,L2,LinkedIn,2019-01-27,,Applied,No,
REQ0224,CAND01605,Engineering,L2,Naukri,2019-01-23,,Interviewed,No,
REQ0225,CAND01606,Human Resources,L4,Employee Referral,2025-08-28,2025-10-01,Joined,Yes,EMP0225
REQ0225,CAND01607,Human Resources,L4,Campus,2025-09-15,,Interviewed,No,
REQ0225,CAND01608,Human Resources,L4,Employee Referral,2025-09-10,2025-10-08,Offered,No,
REQ0225,CAND01609,Human Resources,L4,Employee Referral,2025-09-17,2025-10-15,Offered,No,
REQ0225,CAND01610,Human Resources,L4,Careers Site,2025-08-22,,Screened,No,
REQ0225,CAND01611,Human Resources,L4,Naukri,2025-08-23,,Applied,No,
REQ0225,CAND01612,Human Resources,L4,Employee Referral,2025-09-14,,Screened,No,
REQ0226,CAND01613,Sales,L1,Employee Referral,2019-08-19,2019-10-18,Joined,Yes,EMP0226
REQ0226,CAND01614,Sales,L1,Naukri,2019-08-08,,Applied,No,
REQ0226,CAND01615,Sales,L1,Careers Site,2019-08-24,,Applied,No,
REQ0226,CAND01616,Sales,L1,LinkedIn,2019-08-05,,Screened,No,
REQ0227,CAND01617,Product,L4,Campus,2019-06-06,2019-06-26,Joined,Yes,EMP0227
REQ0227,CAND01618,Product,L4,Employee Referral,2019-06-18,,Screened,No,
REQ0227,CAND01619,Product,L4,Careers Site,2019-06-21,,Interviewed,No,
REQ0227,CAND01620,Product,L4,Careers Site,2019-06-26,,Applied,No,
REQ0227,CAND01621,Product,L4,Careers Site,2019-06-25,,Screened,No,
REQ0227,CAND01622,Product,L4,LinkedIn,2019-05-26,,Applied,No,
REQ0227,CAND01623,Product,L4,Campus,2019-06-11,2019-07-25,Offered,No,
REQ0227,CAND01624,Product,L4,Campus,2019-06-17,,Applied,No,
REQ0227,CAND01625,Product,L4,Campus,2019-06-08,,Applied,No,
REQ0228,CAND01626,Customer Success,L1,Employee Referral,2024-12-30,2025-03-17,Joined,Yes,EMP0228
REQ0228,CAND01627,Customer Success,L1,Careers Site,2025-01-07,,Applied,No,
REQ0228,CAND01628,Customer Success,L1,Recruitment Agency,2025-01-01,,Interviewed,No,
REQ0228,CAND01629,Customer Success,L1,Employee Referral,2025-01-08,,Screened,No,
REQ0228,CAND01630,Customer Success,L1,Naukri,2024-12-26,,Interviewed,No,
REQ0229,CAND01631,Finance,L1,Campus,2024-01-21,2024-04-09,Joined,Yes,EMP0229
REQ0229,CAND01632,Finance,L1,Employee Referral,2024-01-08,2024-02-21,Offered,No,
REQ0229,CAND01633,Finance,L1,Recruitment Agency,2024-01-23,,Screened,No,
REQ0229,CAND01634,Finance,L1,Employee Referral,2024-01-17,,Applied,No,
REQ0229,CAND01635,Finance,L1,LinkedIn,2024-01-09,,Screened,No,
REQ0229,CAND01636,Finance,L1,Naukri,2024-01-11,,Applied,No,
REQ0229,CAND01637,Finance,L1,Careers Site,2024-01-26,,Applied,No,
REQ0230,CAND01638,Engineering,L4,Recruitment Agency,2026-04-30,2026-05-23,Joined,Yes,EMP0230
REQ0230,CAND01639,Engineering,L4,Employee Referral,2026-04-20,2026-06-01,Offered,No,
REQ0230,CAND01640,Engineering,L4,Recruitment Agency,2026-04-26,,Applied,No,
REQ0230,CAND01641,Engineering,L4,Employee Referral,2026-05-10,2026-06-15,Offered,No,
REQ0231,CAND01642,Sales,L3,Employee Referral,2021-11-09,2021-12-18,Joined,Yes,EMP0231
REQ0231,CAND01643,Sales,L3,Employee Referral,2021-11-01,,Screened,No,
REQ0231,CAND01644,Sales,L3,LinkedIn,2021-11-15,,Applied,No,
REQ0231,CAND01645,Sales,L3,Recruitment Agency,2021-11-19,,Interviewed,No,
REQ0232,CAND01646,Engineering,L1,Recruitment Agency,2023-07-20,2023-09-18,Joined,Yes,EMP0232
REQ0232,CAND01647,Engineering,L1,Campus,2023-08-10,,Applied,No,
REQ0232,CAND01648,Engineering,L1,Careers Site,2023-07-28,,Screened,No,
REQ0232,CAND01649,Engineering,L1,Campus,2023-08-05,,Applied,No,
REQ0233,CAND01650,Sales,L3,Naukri,2021-05-07,2021-05-15,Joined,Yes,EMP0233
REQ0233,CAND01651,Sales,L3,Recruitment Agency,2021-05-06,,Applied,No,
REQ0233,CAND01652,Sales,L3,Careers Site,2021-05-08,,Applied,No,
REQ0233,CAND01653,Sales,L3,LinkedIn,2021-05-25,,Applied,No,
REQ0233,CAND01654,Sales,L3,Naukri,2021-04-30,,Screened,No,
REQ0233,CAND01655,Sales,L3,Careers Site,2021-05-22,,Interviewed,No,
REQ0233,CAND01656,Sales,L3,Recruitment Agency,2021-05-13,,Screened,No,
REQ0233,CAND01657,Sales,L3,Naukri,2021-04-25,,Interviewed,No,
REQ0233,CAND01658,Sales,L3,Employee Referral,2021-04-23,,Screened,No,
REQ0234,CAND01659,Product,L3,Campus,2022-09-21,2022-10-24,Joined,Yes,EMP0234
REQ0234,CAND01660,Product,L3,Employee Referral,2022-10-10,,Screened,No,
REQ0234,CAND01661,Product,L3,Careers Site,2022-09-25,,Applied,No,
REQ0234,CAND01662,Product,L3,Recruitment Agency,2022-10-02,,Applied,No,
REQ0234,CAND01663,Product,L3,Careers Site,2022-09-30,,Screened,No,
REQ0234,CAND01664,Product,L3,Careers Site,2022-09-13,,Screened,No,
REQ0234,CAND01665,Product,L3,Employee Referral,2022-10-02,,Screened,No,
REQ0234,CAND01666,Product,L3,Recruitment Agency,2022-09-18,,Applied,No,
REQ0234,CAND01667,Product,L3,Employee Referral,2022-10-02,2022-10-27,Offered,No,
REQ0234,CAND01668,Product,L3,Campus,2022-09-20,,Applied,No,
REQ0235,CAND01669,Sales,L2,LinkedIn,2020-02-17,2020-05-07,Joined,Yes,EMP0235
REQ0235,CAND01670,Sales,L2,LinkedIn,2020-02-06,,Applied,No,
REQ0235,CAND01671,Sales,L2,LinkedIn,2020-02-29,,Applied,No,
REQ0235,CAND01672,Sales,L2,Employee Referral,2020-02-24,2020-03-28,Offered,No,
REQ0235,CAND01673,Sales,L2,Recruitment Agency,2020-03-06,,Applied,No,
REQ0235,CAND01674,Sales,L2,Campus,2020-02-23,,Applied,No,
REQ0235,CAND01675,Sales,L2,Careers Site,2020-03-06,,Interviewed,No,
REQ0235,CAND01676,Sales,L2,LinkedIn,2020-02-26,,Interviewed,No,
REQ0236,CAND01677,Product,L5,Naukri,2024-11-07,2025-01-22,Joined,Yes,EMP0236
REQ0236,CAND01678,Product,L5,Campus,2024-11-17,,Applied,No,
REQ0236,CAND01679,Product,L5,Careers Site,2024-11-24,,Applied,No,
REQ0236,CAND01680,Product,L5,Employee Referral,2024-11-06,2024-12-02,Offered,No,
REQ0236,CAND01681,Product,L5,Naukri,2024-11-08,,Interviewed,No,
REQ0236,CAND01682,Product,L5,Employee Referral,2024-11-17,,Screened,No,
REQ0236,CAND01683,Product,L5,Employee Referral,2024-11-09,2024-12-07,Offered,No,
REQ0237,CAND01684,Sales,L2,Employee Referral,2025-04-06,2025-04-29,Joined,Yes,EMP0237
REQ0237,CAND01685,Sales,L2,LinkedIn,2025-04-22,,Applied,No,
REQ0237,CAND01686,Sales,L2,Naukri,2025-04-19,,Applied,No,
REQ0237,CAND01687,Sales,L2,LinkedIn,2025-04-19,,Screened,No,
REQ0238,CAND01688,Engineering,L3,LinkedIn,2019-06-20,2019-07-07,Joined,Yes,EMP0238
REQ0238,CAND01689,Engineering,L3,Employee Referral,2019-06-28,,Applied,No,
REQ0238,CAND01690,Engineering,L3,Naukri,2019-06-11,,Screened,No,
REQ0238,CAND01691,Engineering,L3,Recruitment Agency,2019-06-30,,Applied,No,
REQ0238,CAND01692,Engineering,L3,LinkedIn,2019-06-10,,Applied,No,
REQ0238,CAND01693,Engineering,L3,Naukri,2019-06-06,,Interviewed,No,
REQ0239,CAND01694,Engineering,L5,Naukri,2024-01-17,2024-04-09,Joined,Yes,EMP0239
REQ0239,CAND01695,Engineering,L5,Careers Site,2024-01-03,,Applied,No,
REQ0239,CAND01696,Engineering,L5,Campus,2024-01-31,,Applied,No,
REQ0239,CAND01697,Engineering,L5,Recruitment Agency,2024-02-02,,Interviewed,No,
REQ0239,CAND01698,Engineering,L5,Naukri,2024-01-06,,Screened,No,
REQ0239,CAND01699,Engineering,L5,LinkedIn,2024-01-03,2024-02-02,Offered,No,
REQ0239,CAND01700,Engineering,L5,Careers Site,2024-01-12,,Interviewed,No,
REQ0239,CAND01701,Engineering,L5,Careers Site,2024-01-10,,Interviewed,No,
REQ0240,CAND01702,Engineering,L1,Naukri,2019-12-15,2020-02-15,Joined,Yes,EMP0240
REQ0240,CAND01703,Engineering,L1,Naukri,2020-01-02,,Screened,No,
REQ0240,CAND01704,Engineering,L1,Campus,2020-01-03,,Screened,No,
REQ0240,CAND01705,Engineering,L1,Naukri,2019-12-01,,Screened,No,
REQ0240,CAND01706,Engineering,L1,LinkedIn,2019-12-18,,Applied,No,
REQ0240,CAND01707,Engineering,L1,Employee Referral,2019-12-18,,Screened,No,
REQ0240,CAND01708,Engineering,L1,Recruitment Agency,2019-12-25,,Applied,No,
REQ0240,CAND01709,Engineering,L1,Employee Referral,2019-12-26,2020-01-28,Offered,No,
REQ0240,CAND01710,Engineering,L1,Employee Referral,2019-12-07,2020-01-19,Offered,No,
REQ0240,CAND01711,Engineering,L1,Recruitment Agency,2019-12-23,,Applied,No,
REQ0241,CAND01712,Engineering,L3,Employee Referral,2025-11-11,2025-12-31,Joined,Yes,EMP0241
REQ0241,CAND01713,Engineering,L3,Naukri,2025-11-04,,Interviewed,No,
REQ0241,CAND01714,Engineering,L3,Employee Referral,2025-11-18,,Interviewed,No,
REQ0241,CAND01715,Engineering,L3,LinkedIn,2025-11-01,,Screened,No,
REQ0241,CAND01716,Engineering,L3,Employee Referral,2025-11-28,,Interviewed,No,
REQ0241,CAND01717,Engineering,L3,LinkedIn,2025-11-01,,Screened,No,
REQ0241,CAND01718,Engineering,L3,Careers Site,2025-11-10,,Screened,No,
REQ0241,CAND01719,Engineering,L3,Naukri,2025-10-29,,Screened,No,
REQ0241,CAND01720,Engineering,L3,LinkedIn,2025-11-28,,Screened,No,
REQ0242,CAND01721,Engineering,L2,Naukri,2020-01-03,2020-03-19,Joined,Yes,EMP0242
REQ0242,CAND01722,Engineering,L2,Recruitment Agency,2019-12-28,,Screened,No,
REQ0242,CAND01723,Engineering,L2,Employee Referral,2020-01-02,2020-02-13,Offered,No,
REQ0242,CAND01724,Engineering,L2,Naukri,2020-01-07,,Applied,No,
REQ0242,CAND01725,Engineering,L2,Careers Site,2020-01-09,,Screened,No,
REQ0242,CAND01726,Engineering,L2,Careers Site,2019-12-30,,Interviewed,No,
REQ0242,CAND01727,Engineering,L2,Naukri,2020-01-16,,Screened,No,
REQ0242,CAND01728,Engineering,L2,Campus,2020-01-09,,Applied,No,
REQ0243,CAND01729,Customer Success,L3,Recruitment Agency,2026-01-24,2026-03-28,Joined,Yes,EMP0243
REQ0243,CAND01730,Customer Success,L3,LinkedIn,2026-01-12,,Screened,No,
REQ0243,CAND01731,Customer Success,L3,LinkedIn,2026-02-09,,Applied,No,
REQ0243,CAND01732,Customer Success,L3,Naukri,2026-01-15,,Applied,No,
REQ0243,CAND01733,Customer Success,L3,Naukri,2026-01-23,,Screened,No,
REQ0244,CAND01734,Operations,L1,LinkedIn,2024-07-27,2024-10-03,Joined,Yes,EMP0244
REQ0244,CAND01735,Operations,L1,LinkedIn,2024-07-14,,Interviewed,No,
REQ0244,CAND01736,Operations,L1,Employee Referral,2024-08-07,,Screened,No,
REQ0244,CAND01737,Operations,L1,Employee Referral,2024-07-15,,Interviewed,No,
REQ0244,CAND01738,Operations,L1,Campus,2024-07-17,,Applied,No,
REQ0244,CAND01739,Operations,L1,Careers Site,2024-08-05,,Applied,No,
REQ0245,CAND01740,Operations,L5,LinkedIn,2023-10-05,2023-11-04,Joined,Yes,EMP0245
REQ0245,CAND01741,Operations,L5,LinkedIn,2023-10-16,,Screened,No,
REQ0245,CAND01742,Operations,L5,Naukri,2023-10-07,,Applied,No,
REQ0245,CAND01743,Operations,L5,Naukri,2023-10-17,,Applied,No,
REQ0246,CAND01744,Operations,L3,Employee Referral,2024-01-04,2024-02-08,Joined,Yes,EMP0246
REQ0246,CAND01745,Operations,L3,LinkedIn,2024-01-13,,Applied,No,
REQ0246,CAND01746,Operations,L3,Careers Site,2024-01-12,,Applied,No,
REQ0246,CAND01747,Operations,L3,Naukri,2023-12-31,,Interviewed,No,
REQ0246,CAND01748,Operations,L3,LinkedIn,2024-01-03,,Screened,No,
REQ0246,CAND01749,Operations,L3,Employee Referral,2024-01-16,,Screened,No,
REQ0246,CAND01750,Operations,L3,Naukri,2024-01-14,,Screened,No,
REQ0247,CAND01751,Engineering,L3,LinkedIn,2019-10-23,2019-12-30,Joined,Yes,EMP0247
REQ0247,CAND01752,Engineering,L3,Employee Referral,2019-10-31,2019-12-12,Offered,No,
REQ0247,CAND01753,Engineering,L3,Campus,2019-10-21,2019-11-27,Offered,No,
REQ0247,CAND01754,Engineering,L3,LinkedIn,2019-10-09,,Applied,No,
REQ0247,CAND01755,Engineering,L3,LinkedIn,2019-10-12,,Applied,No,
REQ0247,CAND01756,Engineering,L3,Employee Referral,2019-10-31,2019-11-27,Offered,No,
REQ0247,CAND01757,Engineering,L3,LinkedIn,2019-10-24,,Applied,No,
REQ0248,CAND01758,Marketing,L4,Employee Referral,2019-05-30,2019-07-02,Joined,Yes,EMP0248
REQ0248,CAND01759,Marketing,L4,Campus,2019-05-19,,Screened,No,
REQ0248,CAND01760,Marketing,L4,LinkedIn,2019-06-13,,Screened,No,
REQ0248,CAND01761,Marketing,L4,Campus,2019-06-11,,Screened,No,
REQ0248,CAND01762,Marketing,L4,Naukri,2019-06-15,,Screened,No,
REQ0248,CAND01763,Marketing,L4,Naukri,2019-06-06,,Applied,No,
REQ0248,CAND01764,Marketing,L4,Careers Site,2019-06-05,,Applied,No,
REQ0248,CAND01765,Marketing,L4,LinkedIn,2019-06-01,,Screened,No,
REQ0249,CAND01766,Product,L4,Careers Site,2020-02-19,2020-05-25,Joined,Yes,EMP0249
REQ0249,CAND01767,Product,L4,LinkedIn,2020-03-06,,Applied,No,
REQ0249,CAND01768,Product,L4,Recruitment Agency,2020-02-25,,Applied,No,
REQ0249,CAND01769,Product,L4,Employee Referral,2020-02-17,2020-03-15,Offered,No,
REQ0250,CAND01770,Engineering,L2,LinkedIn,2023-08-04,2023-09-21,Joined,Yes,EMP0250
REQ0250,CAND01771,Engineering,L2,Naukri,2023-08-18,,Screened,No,
REQ0250,CAND01772,Engineering,L2,Naukri,2023-08-21,,Applied,No,
REQ0250,CAND01773,Engineering,L2,LinkedIn,2023-08-12,,Interviewed,No,
REQ0250,CAND01774,Engineering,L2,Campus,2023-07-24,,Screened,No,
REQ0250,CAND01775,Engineering,L2,Employee Referral,2023-08-23,2023-09-19,Offered,No,
REQ0250,CAND01776,Engineering,L2,Employee Referral,2023-07-21,2023-08-19,Offered,No,
REQ0250,CAND01777,Engineering,L2,Employee Referral,2023-08-25,2023-09-29,Offered,No,
REQ0251,CAND01778,Engineering,L1,LinkedIn,2022-03-18,2022-04-06,Joined,Yes,EMP0251
REQ0251,CAND01779,Engineering,L1,LinkedIn,2022-03-20,2022-05-04,Offered,No,
REQ0251,CAND01780,Engineering,L1,LinkedIn,2022-03-23,,Interviewed,No,
REQ0251,CAND01781,Engineering,L1,Naukri,2022-03-26,,Applied,No,
REQ0251,CAND01782,Engineering,L1,Careers Site,2022-03-11,2022-04-10,Offered,No,
REQ0252,CAND01783,Engineering,L2,Naukri,2025-04-30,2025-06-08,Joined,Yes,EMP0252
REQ0252,CAND01784,Engineering,L2,Campus,2025-05-08,,Applied,No,
REQ0252,CAND01785,Engineering,L2,Employee Referral,2025-05-09,2025-06-12,Offered,No,
REQ0252,CAND01786,Engineering,L2,Naukri,2025-04-23,,Applied,No,
REQ0252,CAND01787,Engineering,L2,LinkedIn,2025-05-17,,Applied,No,
REQ0253,CAND01788,Engineering,L4,Employee Referral,2022-12-03,2022-12-14,Joined,Yes,EMP0253
REQ0253,CAND01789,Engineering,L4,Careers Site,2022-11-20,,Interviewed,No,
REQ0253,CAND01790,Engineering,L4,Employee Referral,2022-12-24,,Screened,No,
REQ0253,CAND01791,Engineering,L4,Employee Referral,2022-12-15,2023-01-21,Offered,No,
REQ0253,CAND01792,Engineering,L4,Recruitment Agency,2022-12-13,,Applied,No,
REQ0253,CAND01793,Engineering,L4,Employee Referral,2022-11-23,2022-12-24,Offered,No,
REQ0253,CAND01794,Engineering,L4,Employee Referral,2022-12-19,,Screened,No,
REQ0253,CAND01795,Engineering,L4,LinkedIn,2022-11-22,2023-01-05,Offered,No,
REQ0253,CAND01796,Engineering,L4,Careers Site,2022-11-24,,Screened,No,
REQ0253,CAND01797,Engineering,L4,Campus,2022-12-16,,Screened,No,
REQ0254,CAND01798,Sales,L4,LinkedIn,2022-03-28,2022-04-18,Joined,Yes,EMP0254
REQ0254,CAND01799,Sales,L4,Naukri,2022-04-05,,Applied,No,
REQ0254,CAND01800,Sales,L4,Employee Referral,2022-03-31,,Interviewed,No,
REQ0254,CAND01801,Sales,L4,Employee Referral,2022-04-18,2022-05-18,Offered,No,
REQ0254,CAND01802,Sales,L4,Employee Referral,2022-04-18,,Screened,No,
REQ0254,CAND01803,Sales,L4,Naukri,2022-03-17,,Interviewed,No,
REQ0254,CAND01804,Sales,L4,Naukri,2022-03-21,,Applied,No,
REQ0255,CAND01805,Customer Success,L5,Careers Site,2023-12-07,2024-01-05,Joined,Yes,EMP0255
REQ0255,CAND01806,Customer Success,L5,Naukri,2023-11-26,,Applied,No,
REQ0255,CAND01807,Customer Success,L5,LinkedIn,2023-12-19,,Screened,No,
REQ0255,CAND01808,Customer Success,L5,Careers Site,2023-12-28,,Applied,No,
REQ0256,CAND01809,Operations,L3,Employee Referral,2022-11-29,2023-03-02,Joined,Yes,EMP0256
REQ0256,CAND01810,Operations,L3,LinkedIn,2022-12-17,,Screened,No,
REQ0256,CAND01811,Operations,L3,LinkedIn,2022-12-03,2023-01-04,Offered,No,
REQ0256,CAND01812,Operations,L3,Careers Site,2022-11-27,,Screened,No,
REQ0256,CAND01813,Operations,L3,LinkedIn,2022-11-29,,Applied,No,
REQ0256,CAND01814,Operations,L3,Naukri,2022-12-10,,Screened,No,
REQ0256,CAND01815,Operations,L3,LinkedIn,2022-12-15,,Screened,No,
REQ0256,CAND01816,Operations,L3,Campus,2022-11-15,,Applied,No,
REQ0256,CAND01817,Operations,L3,Employee Referral,2022-11-25,2022-12-21,Offered,No,
REQ0257,CAND01818,Engineering,L2,Employee Referral,2023-12-01,2024-02-25,Joined,Yes,EMP0257
REQ0257,CAND01819,Engineering,L2,Careers Site,2023-12-02,,Screened,No,
REQ0257,CAND01820,Engineering,L2,Recruitment Agency,2023-12-07,,Screened,No,
REQ0257,CAND01821,Engineering,L2,Naukri,2023-12-04,,Screened,No,
