employee_id,month,working_days,days_present,days_absent,leave_type
EMP0155,2025-08,20,19,1,Unpaid
EMP0158,2025-08,20,16,4,Earned
EMP0159,2025-08,20,19,1,Casual
EMP0162,2025-08,20,18,2,Sick
EMP0165,2025-08,20,18,2,Sick
EMP0166,2025-08,20,17,3,Sick
EMP0167,2025-08,20,16,4,Unpaid
EMP0170,2025-08,20,19,1,Sick
EMP0171,2025-08,20,18,2,Earned
EMP0174,2025-08,20,18,2,None
EMP0175,2025-08,20,18,2,Casual
EMP0176,2025-08,20,19,1,Casual
EMP0177,2025-08,20,18,2,Sick
EMP0178,2025-08,20,17,3,Unpaid
EMP0179,2025-08,20,18,2,None
EMP0181,2025-08,20,20,0,None
EMP0182,2025-08,20,20,0,None
EMP0183,2025-08,20,20,0,None
EMP0185,2025-08,20,16,4,Unpaid
EMP0189,2025-08,20,17,3,Casual
EMP0191,2025-08,20,18,2,Sick
EMP0192,2025-08,20,19,1,Earned
EMP0193,2025-08,20,19,1,Earned
EMP0194,2025-08,20,18,2,Unpaid
EMP0195,2025-08,20,17,3,None
EMP0196,2025-08,20,19,1,Sick
EMP0198,2025-08,20,19,1,Sick
EMP0199,2025-08,20,20,0,None
EMP0200,2025-08,20,20,0,None
EMP0201,2025-08,20,18,2,Earned
EMP0202,2025-08,20,16,4,None
EMP0205,2025-08,20,20,0,None
EMP0206,2025-08,20,16,4,Earned
EMP0208,2025-08,20,18,2,Earned
EMP0210,2025-08,20,17,3,Casual
EMP0211,2025-08,20,17,3,Casual
EMP0212,2025-08,20,20,0,None
EMP0214,2025-08,20,20,0,None
EMP0215,2025-08,20,19,1,Sick
EMP0217,2025-08,20,20,0,None
EMP0218,2025-08,20,18,2,Unpaid
EMP0220,2025-08,20,20,0,None
EMP0221,2025-08,20,16,4,Unpaid
EMP0222,2025-08,20,19,1,Casual
EMP0223,2025-08,20,19,1,Earned
EMP0224,2025-08,20,18,2,Casual
EMP0228,2025-08,20,20,0,None
EMP0229,2025-08,20,17,3,None
EMP0232,2025-08,20,19,1,Unpaid
EMP0234,2025-08,20,16,4,Unpaid
EMP0236,2025-08,20,19,1,Unpaid
EMP0237,2025-08,20,19,1,Earned
EMP0238,2025-08,20,16,4,Casual
EMP0239,2025-08,20,19,1,Casual
EMP0242,2025-08,20,18,2,Earned
EMP0244,2025-08,20,17,3,Sick
EMP0245,2025-08,20,19,1,Earned
EMP0246,2025-08,20,19,1,Earned
EMP0248,2025-08,20,18,2,Casual
EMP0249,2025-08,20,18,2,Earned
EMP0250,2025-08,20,18,2,Casual
EMP0252,2025-08,20,20,0,None
EMP0253,2025-08,20,18,2,Casual
EMP0255,2025-08,20,20,0,None
EMP0257,2025-08,20,20,0,None
EMP0258,2025-08,20,15,5,Unpaid
EMP0263,2025-08,20,20,0,None
EMP0265,2025-08,20,17,3,Unpaid
EMP0266,2025-08,20,18,2,Unpaid
EMP0267,2025-08,20,17,3,Sick
EMP0268,2025-08,20,18,2,Unpaid
EMP0269,2025-08,20,18,2,Unpaid
EMP0270,2025-08,20,16,4,Unpaid
EMP0271,2025-08,20,19,1,None
EMP0272,2025-08,20,16,4,Casual
EMP0274,2025-08,20,19,1,Unpaid
EMP0277,2025-08,20,20,0,None
EMP0279,2025-08,20,17,3,Unpaid
EMP0280,2025-08,20,19,1,Unpaid
EMP0283,2025-08,20,19,1,None
EMP0288,2025-08,20,18,2,Unpaid
EMP0290,2025-08,20,17,3,Unpaid
EMP0293,2025-08,20,19,1,Unpaid
EMP0294,2025-08,20,20,0,None
EMP0295,2025-08,20,16,4,Earned
EMP0296,2025-08,20,19,1,Sick
EMP0298,2025-08,20,18,2,Sick
EMP0299,2025-08,20,16,4,Earned
EMP0303,2025-08,20,16,4,Earned
EMP0306,2025-08,20,20,0,None
EMP0309,2025-08,20,18,2,Casual
EMP0310,2025-08,20,18,2,None
EMP0311,2025-08,20,17,3,Unpaid
EMP0312,2025-08,20,19,1,Casual
EMP0314,2025-08,20,17,3,None
EMP0315,2025-08,20,19,1,Sick
EMP0318,2025-08,20,19,1,None
EMP0320,2025-08,20,17,3,Earned
EMP0323,2025-08,20,17,3,Earned
EMP0327,2025-08,20,18,2,None
EMP0330,2025-08,20,19,1,Earned
EMP0331,2025-08,20,19,1,Casual
EMP0332,2025-08,20,18,2,Casual
EMP0333,2025-08,20,18,2,None
EMP0334,2025-08,20,18,2,Sick
EMP0337,2025-08,20,19,1,Unpaid
EMP0338,2025-08,20,19,1,Earned
EMP0339,2025-08,20,19,1,Casual
EMP0340,2025-08,20,20,0,None
EMP0343,2025-08,20,20,0,None
EMP0344,2025-08,20,19,1,Casual
EMP0347,2025-08,20,19,1,Casual
EMP0349,2025-08,20,16,4,None
EMP0350,2025-08,20,18,2,None
EMP0351,2025-08,20,18,2,None
EMP0352,2025-08,20,18,2,Earned
EMP0354,2025-08,20,16,4,Casual
EMP0356,2025-08,20,19,1,Unpaid
EMP0357,2025-08,20,18,2,Earned
EMP0358,2025-08,20,17,3,Earned
EMP0359,2025-08,20,18,2,Casual
EMP0361,2025-08,20,20,0,None
EMP0362,2025-08,20,19,1,Unpaid
EMP0363,2025-08,20,15,5,None
EMP0364,2025-08,20,17,3,Sick
EMP0365,2025-08,20,18,2,Earned
EMP0370,2025-08,20,17,3,Sick
EMP0371,2025-08,20,19,1,Sick
EMP0372,2025-08,20,17,3,Casual
EMP0374,2025-08,20,18,2,Sick
EMP0377,2025-08,20,20,0,None
EMP0379,2025-08,20,18,2,Unpaid
EMP0381,2025-08,20,19,1,Sick
EMP0383,2025-08,20,18,2,None
EMP0386,2025-08,20,19,1,Sick
EMP0387,2025-08,20,19,1,Sick
EMP0388,2025-08,20,18,2,Unpaid
EMP0389,2025-08,20,19,1,Casual
EMP0390,2025-08,20,18,2,Unpaid
EMP0392,2025-08,20,17,3,Unpaid
EMP0394,2025-08,20,19,1,Casual
EMP0395,2025-08,20,17,3,Sick
EMP0396,2025-08,20,20,0,None
EMP0397,2025-08,20,20,0,None
EMP0398,2025-08,20,20,0,None
EMP0400,2025-08,20,18,2,Casual
EMP0401,2025-08,20,19,1,None
EMP0402,2025-08,20,18,2,Earned
EMP0403,2025-08,20,18,2,Unpaid
EMP0404,2025-08,20,20,0,None
EMP0405,2025-08,20,20,0,None
EMP0407,2025-08,20,17,3,Sick
EMP0408,2025-08,20,17,3,Unpaid
EMP0411,2025-08,20,19,1,Casual
EMP0412,2025-08,20,20,0,None
EMP0415,2025-08,20,20,0,None
EMP0416,2025-08,20,19,1,Unpaid
EMP0417,2025-08,20,19,1,Sick
EMP0418,2025-08,20,18,2,None
EMP0419,2025-08,20,19,1,Earned
EMP0003,2025-09,22,22,0,None
EMP0004,2025-09,22,20,2,None
EMP0006,2025-09,22,20,2,None
EMP0007,2025-09,22,21,1,None
EMP0010,2025-09,22,22,0,None
EMP0011,2025-09,22,22,0,None
EMP0013,2025-09,22,21,1,Unpaid
EMP0014,2025-09,22,20,2,None
EMP0015,2025-09,22,20,2,Unpaid
EMP0018,2025-09,22,21,1,Casual
EMP0019,2025-09,22,22,0,None
EMP0020,2025-09,22,20,2,Casual
EMP0023,2025-09,22,19,3,None
EMP0024,2025-09,22,20,2,Unpaid
EMP0025,2025-09,22,21,1,Sick
EMP0026,2025-09,22,20,2,Unpaid
EMP0028,2025-09,22,22,0,None
EMP0029,2025-09,22,19,3,Unpaid
EMP0031,2025-09,22,22,0,None
EMP0032,2025-09,22,20,2,Casual
EMP0035,2025-09,22,20,2,Earned
EMP0038,2025-09,22,20,2,Earned
EMP0043,2025-09,22,22,0,None
EMP0044,2025-09,22,21,1,Unpaid
EMP0045,2025-09,22,20,2,Unpaid
EMP0046,2025-09,22,20,2,Unpaid
EMP0047,2025-09,22,18,4,Sick
EMP0048,2025-09,22,20,2,Unpaid
EMP0050,2025-09,22,21,1,Earned
EMP0052,2025-09,22,19,3,Unpaid
EMP0055,2025-09,22,21,1,Unpaid
EMP0056,2025-09,22,18,4,Sick
EMP0057,2025-09,22,19,3,Unpaid
EMP0062,2025-09,22,22,0,None
EMP0063,2025-09,22,20,2,None
EMP0064,2025-09,22,19,3,Earned
EMP0065,2025-09,22,20,2,Earned
EMP0066,2025-09,22,21,1,Unpaid
EMP0070,2025-09,22,22,0,None
EMP0071,2025-09,22,19,3,Earned
EMP0074,2025-09,22,18,4,Unpaid
EMP0076,2025-09,22,21,1,None
EMP0077,2025-09,22,22,0,None
EMP0080,2025-09,22,21,1,Casual
EMP0083,2025-09,22,22,0,None
EMP0084,2025-09,22,19,3,None
EMP0087,2025-09,22,19,3,Earned
EMP0089,2025-09,22,22,0,None
EMP0092,2025-09,22,20,2,Casual
EMP0093,2025-09,22,22,0,None
EMP0094,2025-09,22,22,0,None
EMP0097,2025-09,22,21,1,Unpaid
EMP0098,2025-09,22,20,2,Earned
EMP0099,2025-09,22,20,2,Unpaid
EMP0100,2025-09,22,20,2,Casual
EMP0102,2025-09,22,22,0,None
EMP0104,2025-09,22,19,3,Sick
EMP0105,2025-09,22,20,2,None
EMP0106,2025-09,22,21,1,Sick
EMP0107,2025-09,22,20,2,Casual
EMP0109,2025-09,22,21,1,Earned
EMP0111,2025-09,22,22,0,None
EMP0112,2025-09,22,22,0,None
EMP0115,2025-09,22,20,2,Unpaid
EMP0116,2025-09,22,19,3,None
EMP0117,2025-09,22,20,2,Unpaid
EMP0118,2025-09,22,21,1,Unpaid
EMP0120,2025-09,22,21,1,None
EMP0121,2025-09,22,21,1,Earned
EMP0122,2025-09,22,19,3,Casual
EMP0123,2025-09,22,21,1,Earned
EMP0124,2025-09,22,20,2,Casual
EMP0126,2025-09,22,19,3,Unpaid
EMP0127,2025-09,22,18,4,Unpaid
EMP0130,2025-09,22,21,1,Casual
EMP0131,2025-09,22,21,1,None
EMP0132,2025-09,22,21,1,Earned
EMP0133,2025-09,22,20,2,Sick
EMP0134,2025-09,22,20,2,None
EMP0135,2025-09,22,22,0,None
EMP0137,2025-09,22,19,3,Earned
EMP0138,2025-09,22,21,1,Unpaid
EMP0139,2025-09,22,20,2,Casual
EMP0140,2025-09,22,21,1,None
EMP0141,2025-09,22,20,2,Unpaid
EMP0142,2025-09,22,21,1,Earned
EMP0146,2025-09,22,20,2,None
EMP0148,2025-09,22,22,0,None
EMP0150,2025-09,22,17,5,Earned
EMP0152,2025-09,22,20,2,Sick
EMP0153,2025-09,22,21,1,Earned
EMP0154,2025-09,22,20,2,Casual
EMP0155,2025-09,22,20,2,Unpaid
EMP0158,2025-09,22,21,1,None
EMP0159,2025-09,22,20,2,Earned
EMP0162,2025-09,22,19,3,Sick
EMP0165,2025-09,22,22,0,None
EMP0166,2025-09,22,22,0,None
EMP0167,2025-09,22,22,0,None
EMP0170,2025-09,22,18,4,Sick
EMP0171,2025-09,22,19,3,Sick
EMP0174,2025-09,22,21,1,Casual
EMP0175,2025-09,22,22,0,None
EMP0176,2025-09,22,22,0,None
EMP0177,2025-09,22,21,1,Unpaid
EMP0178,2025-09,22,21,1,Sick
EMP0179,2025-09,22,20,2,Earned
EMP0181,2025-09,22,18,4,Earned
EMP0182,2025-09,22,22,0,None
EMP0183,2025-09,22,21,1,Sick
EMP0185,2025-09,22,19,3,Unpaid
EMP0189,2025-09,22,19,3,None
EMP0191,2025-09,22,20,2,Unpaid
EMP0192,2025-09,22,22,0,None
EMP0193,2025-09,22,20,2,Unpaid
EMP0194,2025-09,22,18,4,Unpaid
EMP0196,2025-09,22,18,4,None
EMP0198,2025-09,22,22,0,None
EMP0199,2025-09,22,20,2,None
EMP0200,2025-09,22,22,0,None
EMP0201,2025-09,22,19,3,Sick
EMP0202,2025-09,22,20,2,None
EMP0205,2025-09,22,18,4,None
EMP0206,2025-09,22,20,2,Earned
EMP0208,2025-09,22,20,2,Casual
EMP0211,2025-09,22,21,1,Unpaid
EMP0212,2025-09,22,20,2,Sick
EMP0214,2025-09,22,21,1,Casual
EMP0215,2025-09,22,20,2,None
EMP0217,2025-09,22,20,2,Unpaid
EMP0218,2025-09,22,20,2,Unpaid
EMP0220,2025-09,22,22,0,None
EMP0221,2025-09,22,20,2,None
EMP0222,2025-09,22,21,1,None
EMP0223,2025-09,22,22,0,None
EMP0224,2025-09,22,20,2,Earned
EMP0228,2025-09,22,21,1,Sick
EMP0229,2025-09,22,21,1,Casual
EMP0232,2025-09,22,20,2,Unpaid
EMP0234,2025-09,22,20,2,Unpaid
EMP0236,2025-09,22,21,1,Sick
EMP0237,2025-09,22,19,3,Unpaid
EMP0238,2025-09,22,22,0,None
EMP0239,2025-09,22,18,4,Casual
EMP0242,2025-09,22,20,2,None
EMP0244,2025-09,22,17,5,Casual
EMP0245,2025-09,22,22,0,None
EMP0246,2025-09,22,21,1,Sick
EMP0248,2025-09,22,20,2,None
EMP0249,2025-09,22,21,1,None
EMP0250,2025-09,22,20,2,Unpaid
EMP0252,2025-09,22,20,2,Sick
EMP0253,2025-09,22,22,0,None
EMP0255,2025-09,22,20,2,Sick
EMP0257,2025-09,22,17,5,Unpaid
EMP0258,2025-09,22,19,3,Casual
EMP0263,2025-09,22,20,2,Unpaid
EMP0265,2025-09,22,20,2,Unpaid
EMP0266,2025-09,22,20,2,Unpaid
EMP0267,2025-09,22,19,3,Casual
EMP0268,2025-09,22,22,0,None
EMP0270,2025-09,22,19,3,Sick
EMP0271,2025-09,22,20,2,Earned
EMP0272,2025-09,22,19,3,Unpaid
EMP0274,2025-09,22,20,2,Sick
EMP0277,2025-09,22,21,1,Unpaid
EMP0279,2025-09,22,21,1,Earned
EMP0280,2025-09,22,22,0,None
EMP0282,2025-09,22,21,1,Unpaid
EMP0283,2025-09,22,22,0,None
EMP0288,2025-09,22,20,2,Unpaid
EMP0292,2025-09,22,22,0,None
EMP0293,2025-09,22,19,3,Earned
EMP0294,2025-09,22,21,1,Casual
EMP0295,2025-09,22,22,0,None
EMP0296,2025-09,22,21,1,Casual
EMP0298,2025-09,22,20,2,Earned
EMP0299,2025-09,22,20,2,Earned
EMP0303,2025-09,22,17,5,Earned
EMP0306,2025-09,22,19,3,Unpaid
EMP0309,2025-09,22,22,0,None
EMP0310,2025-09,22,20,2,Unpaid
EMP0311,2025-09,22,22,0,None
EMP0312,2025-09,22,21,1,Earned
EMP0314,2025-09,22,20,2,Earned
EMP0315,2025-09,22,19,3,Unpaid
EMP0318,2025-09,22,21,1,Sick
EMP0320,2025-09,22,21,1,Unpaid
EMP0323,2025-09,22,20,2,Unpaid
EMP0327,2025-09,22,21,1,Unpaid
EMP0330,2025-09,22,21,1,Earned
EMP0331,2025-09,22,18,4,None
EMP0332,2025-09,22,20,2,Unpaid
EMP0333,2025-09,22,21,1,None
EMP0334,2025-09,22,19,3,Unpaid
EMP0337,2025-09,22,21,1,Sick
EMP0338,2025-09,22,19,3,Casual
EMP0339,2025-09,22,22,0,None
EMP0340,2025-09,22,21,1,Unpaid
EMP0343,2025-09,22,20,2,Casual
EMP0344,2025-09,22,19,3,Sick
EMP0347,2025-09,22,20,2,Earned
EMP0349,2025-09,22,21,1,None
EMP0350,2025-09,22,20,2,Casual
EMP0351,2025-09,22,21,1,Casual
EMP0352,2025-09,22,20,2,Unpaid
EMP0353,2025-09,22,19,3,None
EMP0356,2025-09,22,20,2,Sick
EMP0357,2025-09,22,22,0,None
EMP0358,2025-09,22,20,2,Earned
EMP0359,2025-09,22,22,0,None
EMP0361,2025-09,22,20,2,Earned
EMP0362,2025-09,22,21,1,Earned
EMP0363,2025-09,22,20,2,Earned
EMP0364,2025-09,22,17,5,Sick
EMP0365,2025-09,22,20,2,Casual
EMP0371,2025-09,22,22,0,None
EMP0372,2025-09,22,21,1,Sick
EMP0374,2025-09,22,20,2,Sick
EMP0377,2025-09,22,20,2,None
EMP0379,2025-09,22,20,2,Earned
EMP0381,2025-09,22,21,1,Unpaid
EMP0383,2025-09,22,22,0,None
EMP0386,2025-09,22,22,0,None
EMP0387,2025-09,22,20,2,Casual
EMP0388,2025-09,22,19,3,Sick
EMP0389,2025-09,22,19,3,None
EMP0390,2025-09,22,20,2,Earned
EMP0392,2025-09,22,20,2,Unpaid
EMP0394,2025-09,22,17,5,Sick
EMP0395,2025-09,22,19,3,Sick
EMP0396,2025-09,22,20,2,Unpaid
EMP0397,2025-09,22,22,0,None
EMP0398,2025-09,22,18,4,Casual
EMP0400,2025-09,22,20,2,Sick
EMP0401,2025-09,22,20,2,Unpaid
EMP0402,2025-09,22,21,1,Unpaid
EMP0403,2025-09,22,19,3,Unpaid
EMP0404,2025-09,22,20,2,Sick
EMP0405,2025-09,22,21,1,Unpaid
EMP0407,2025-09,22,19,3,Sick
EMP0408,2025-09,22,19,3,Earned
EMP0411,2025-09,22,21,1,None
EMP0412,2025-09,22,21,1,Unpaid
EMP0415,2025-09,22,21,1,Casual
EMP0416,2025-09,22,21,1,Sick
EMP0417,2025-09,22,19,3,None
EMP0418,2025-09,22,20,2,Earned
EMP0419,2025-09,22,20,2,None
EMP0003,2025-10,20,16,4,Earned
EMP0004,2025-10,20,15,5,None
EMP0006,2025-10,20,19,1,Sick
EMP0007,2025-10,20,16,4,Unpaid
EMP0010,2025-10,20,19,1,None
EMP0011,2025-10,20,17,3,Unpaid
EMP0013,2025-10,20,19,1,Sick
EMP0014,2025-10,20,19,1,Casual
EMP0015,2025-10,20,17,3,Unpaid
EMP0018,2025-10,20,15,5,Unpaid
EMP0019,2025-10,20,17,3,Unpaid
EMP0020,2025-10,20,16,4,Sick
EMP0023,2025-10,20,17,3,Sick
EMP0024,2025-10,20,19,1,Unpaid
EMP0025,2025-10,20,19,1,Sick
EMP0026,2025-10,20,17,3,Casual
EMP0027,2025-10,20,18,2,Unpaid
EMP0028,2025-10,20,19,1,Unpaid
EMP0029,2025-10,20,18,2,Casual
EMP0031,2025-10,20,20,0,None
EMP0032,2025-10,20,17,3,Casual
EMP0035,2025-10,20,19,1,None
EMP0038,2025-10,20,19,1,Sick
EMP0043,2025-10,20,19,1,Unpaid
EMP0044,2025-10,20,19,1,None
EMP0045,2025-10,20,17,3,Sick
EMP0046,2025-10,20,19,1,None
EMP0047,2025-10,20,18,2,Unpaid
EMP0048,2025-10,20,19,1,Earned
EMP0050,2025-10,20,18,2,Sick
EMP0052,2025-10,20,18,2,Unpaid
EMP0055,2025-10,20,17,3,Casual
EMP0056,2025-10,20,17,3,Unpaid
EMP0057,2025-10,20,18,2,Unpaid
EMP0062,2025-10,20,17,3,Casual
EMP0063,2025-10,20,20,0,None
EMP0064,2025-10,20,20,0,None
EMP0065,2025-10,20,18,2,Unpaid
EMP0066,2025-10,20,19,1,Earned
EMP0070,2025-10,20,19,1,None
EMP0071,2025-10,20,17,3,Casual
EMP0074,2025-10,20,16,4,Unpaid
EMP0076,2025-10,20,18,2,Sick
EMP0077,2025-10,20,18,2,Sick
EMP0080,2025-10,20,19,1,None
EMP0083,2025-10,20,20,0,None
EMP0084,2025-10,20,20,0,None
EMP0087,2025-10,20,18,2,Sick
EMP0089,2025-10,20,17,3,Unpaid
EMP0092,2025-10,20,19,1,Unpaid
EMP0093,2025-10,20,17,3,Unpaid
EMP0094,2025-10,20,18,2,Sick
EMP0097,2025-10,20,18,2,Unpaid
EMP0098,2025-10,20,19,1,None
EMP0099,2025-10,20,20,0,None
EMP0100,2025-10,20,20,0,None
EMP0102,2025-10,20,20,0,None
EMP0104,2025-10,20,19,1,Casual
EMP0105,2025-10,20,19,1,Casual
EMP0106,2025-10,20,18,2,None
EMP0107,2025-10,20,17,3,Earned
EMP0108,2025-10,20,17,3,None
EMP0109,2025-10,20,18,2,Casual
EMP0111,2025-10,20,18,2,Sick
EMP0112,2025-10,20,17,3,Casual
EMP0115,2025-10,20,18,2,Casual
EMP0116,2025-10,20,16,4,Sick
EMP0117,2025-10,20,19,1,Earned
EMP0118,2025-10,20,20,0,None
EMP0120,2025-10,20,20,0,None
EMP0121,2025-10,20,19,1,Earned
EMP0122,2025-10,20,18,2,Earned
EMP0123,2025-10,20,18,2,Casual
EMP0124,2025-10,20,18,2,Earned
EMP0126,2025-10,20,19,1,Sick
EMP0127,2025-10,20,17,3,Casual
EMP0130,2025-10,20,19,1,None
EMP0131,2025-10,20,17,3,Sick
EMP0132,2025-10,20,19,1,Casual
EMP0133,2025-10,20,20,0,None
EMP0134,2025-10,20,19,1,Casual
EMP0135,2025-10,20,17,3,Unpaid
EMP0137,2025-10,20,17,3,None
EMP0138,2025-10,20,17,3,None
EMP0139,2025-10,20,19,1,Unpaid
EMP0140,2025-10,20,18,2,None
EMP0141,2025-10,20,17,3,None
EMP0142,2025-10,20,20,0,None
EMP0146,2025-10,20,18,2,Sick
EMP0148,2025-10,20,18,2,Unpaid
EMP0150,2025-10,20,20,0,None
EMP0152,2025-10,20,15,5,Unpaid
EMP0153,2025-10,20,20,0,None
EMP0154,2025-10,20,17,3,Sick
EMP0155,2025-10,20,19,1,Sick
EMP0158,2025-10,20,18,2,Unpaid
EMP0159,2025-10,20,20,0,None
EMP0162,2025-10,20,19,1,None
EMP0165,2025-10,20,16,4,Unpaid
EMP0166,2025-10,20,18,2,Unpaid
EMP0167,2025-10,20,18,2,Casual
EMP0170,2025-10,20,16,4,Earned
EMP0171,2025-10,20,20,0,None
EMP0174,2025-10,20,17,3,Earned
EMP0175,2025-10,20,19,1,Earned
EMP0176,2025-10,20,20,0,None
EMP0177,2025-10,20,19,1,Earned
EMP0178,2025-10,20,20,0,None
EMP0179,2025-10,20,19,1,Sick
EMP0181,2025-10,20,20,0,None
EMP0182,2025-10,20,20,0,None
EMP0183,2025-10,20,19,1,None
EMP0185,2025-10,20,18,2,Sick
EMP0189,2025-10,20,19,1,Sick
EMP0191,2025-10,20,19,1,None
EMP0192,2025-10,20,20,0,None
EMP0193,2025-10,20,18,2,Sick
EMP0194,2025-10,20,19,1,Unpaid
EMP0196,2025-10,20,19,1,Unpaid
EMP0198,2025-10,20,19,1,None
EMP0199,2025-10,20,18,2,Unpaid
EMP0200,2025-10,20,18,2,Unpaid
EMP0201,2025-10,20,17,3,Earned
EMP0202,2025-10,20,18,2,Unpaid
EMP0205,2025-10,20,17,3,None
EMP0206,2025-10,20,19,1,Casual
EMP0208,2025-10,20,18,2,None
EMP0211,2025-10,20,19,1,None
EMP0212,2025-10,20,19,1,Unpaid
EMP0214,2025-10,20,17,3,Sick
EMP0215,2025-10,20,16,4,None
EMP0217,2025-10,20,18,2,Sick
EMP0218,2025-10,20,18,2,Earned
EMP0220,2025-10,20,19,1,Earned
EMP0221,2025-10,20,19,1,Sick
EMP0222,2025-10,20,20,0,None
EMP0223,2025-10,20,16,4,Casual
EMP0224,2025-10,20,19,1,Casual
EMP0228,2025-10,20,18,2,Sick
EMP0229,2025-10,20,20,0,None
EMP0232,2025-10,20,17,3,None
EMP0234,2025-10,20,19,1,Sick
EMP0236,2025-10,20,19,1,Earned
EMP0237,2025-10,20,17,3,None
EMP0238,2025-10,20,18,2,Sick
EMP0239,2025-10,20,18,2,Sick
EMP0242,2025-10,20,18,2,None
EMP0244,2025-10,20,18,2,Sick
EMP0245,2025-10,20,19,1,Casual
EMP0246,2025-10,20,20,0,None
EMP0248,2025-10,20,20,0,None
EMP0249,2025-10,20,18,2,Unpaid
EMP0250,2025-10,20,20,0,None
EMP0252,2025-10,20,18,2,Earned
EMP0253,2025-10,20,18,2,Sick
EMP0255,2025-10,20,20,0,None
EMP0257,2025-10,20,18,2,None
EMP0258,2025-10,20,17,3,Casual
EMP0262,2025-10,20,19,1,Earned
EMP0263,2025-10,20,18,2,Earned
EMP0265,2025-10,20,20,0,None
EMP0266,2025-10,20,18,2,None
EMP0267,2025-10,20,20,0,None
EMP0268,2025-10,20,19,1,Earned
EMP0270,2025-10,20,20,0,None
EMP0271,2025-10,20,17,3,None
EMP0272,2025-10,20,18,2,Sick
EMP0274,2025-10,20,18,2,Earned
EMP0277,2025-10,20,20,0,None
EMP0279,2025-10,20,17,3,Sick
EMP0280,2025-10,20,19,1,Sick
EMP0282,2025-10,20,18,2,None
EMP0283,2025-10,20,17,3,Unpaid
EMP0288,2025-10,20,18,2,Unpaid
EMP0292,2025-10,20,17,3,Earned
EMP0293,2025-10,20,16,4,None
EMP0294,2025-10,20,17,3,Sick
EMP0295,2025-10,20,20,0,None
EMP0296,2025-10,20,17,3,Unpaid
EMP0298,2025-10,20,16,4,Unpaid
EMP0299,2025-10,20,20,0,None
EMP0305,2025-10,20,18,2,None
EMP0306,2025-10,20,16,4,Sick
EMP0307,2025-10,20,17,3,Unpaid
EMP0309,2025-10,20,20,0,None
EMP0310,2025-10,20,18,2,None
EMP0311,2025-10,20,20,0,None
EMP0312,2025-10,20,19,1,Unpaid
EMP0314,2025-10,20,17,3,None
EMP0315,2025-10,20,20,0,None
EMP0318,2025-10,20,19,1,Sick
EMP0320,2025-10,20,18,2,Casual
EMP0323,2025-10,20,19,1,Casual
EMP0324,2025-10,20,19,1,Sick
EMP0327,2025-10,20,20,0,None
EMP0330,2025-10,20,18,2,Sick
EMP0331,2025-10,20,16,4,None
EMP0332,2025-10,20,16,4,Earned
EMP0333,2025-10,20,16,4,Sick
EMP0334,2025-10,20,19,1,Sick
EMP0337,2025-10,20,20,0,None
EMP0338,2025-10,20,18,2,Unpaid
EMP0339,2025-10,20,18,2,Unpaid
EMP0340,2025-10,20,18,2,None
EMP0343,2025-10,20,20,0,None
EMP0344,2025-10,20,17,3,Sick
EMP0347,2025-10,20,19,1,Earned
EMP0349,2025-10,20,19,1,None
EMP0350,2025-10,20,19,1,Sick
EMP0351,2025-10,20,20,0,None
EMP0352,2025-10,20,20,0,None
EMP0353,2025-10,20,18,2,Sick
EMP0356,2025-10,20,19,1,Earned
EMP0357,2025-10,20,18,2,None
EMP0358,2025-10,20,18,2,Sick
EMP0359,2025-10,20,17,3,Sick
EMP0361,2025-10,20,20,0,None
EMP0362,2025-10,20,17,3,Casual
EMP0363,2025-10,20,19,1,None
EMP0364,2025-10,20,15,5,None
EMP0365,2025-10,20,20,0,None
EMP0371,2025-10,20,20,0,None
EMP0372,2025-10,20,15,5,Unpaid
EMP0374,2025-10,20,17,3,Casual
EMP0377,2025-10,20,18,2,Earned
EMP0379,2025-10,20,20,0,None
EMP0381,2025-10,20,19,1,Sick
EMP0383,2025-10,20,18,2,Unpaid
EMP0386,2025-10,20,18,2,Casual
EMP0387,2025-10,20,19,1,None
EMP0388,2025-10,20,17,3,Earned
EMP0389,2025-10,20,18,2,Unpaid
EMP0390,2025-10,20,19,1,Unpaid
EMP0392,2025-10,20,19,1,None
EMP0394,2025-10,20,18,2,Unpaid
EMP0395,2025-10,20,19,1,Unpaid
EMP0396,2025-10,20,17,3,Unpaid
EMP0397,2025-10,20,18,2,Casual
EMP0398,2025-10,20,19,1,None
EMP0400,2025-10,20,18,2,Casual
EMP0401,2025-10,20,19,1,None
EMP0402,2025-10,20,20,0,None
EMP0403,2025-10,20,16,4,Unpaid
EMP0404,2025-10,20,18,2,None
EMP0405,2025-10,20,20,0,None
EMP0407,2025-10,20,20,0,None
EMP0408,2025-10,20,18,2,None
EMP0411,2025-10,20,16,4,Unpaid
EMP0412,2025-10,20,19,1,Earned
EMP0415,2025-10,20,20,0,None
EMP0416,2025-10,20,18,2,Sick
EMP0417,2025-10,20,18,2,None
EMP0418,2025-10,20,19,1,Earned
EMP0419,2025-10,20,18,2,Sick
EMP0003,2025-11,20,19,1,None
EMP0004,2025-11,20,18,2,Sick
EMP0006,2025-11,20,20,0,None
EMP0007,2025-11,20,17,3,Unpaid
EMP0010,2025-11,20,16,4,Casual
EMP0011,2025-11,20,17,3,Unpaid
EMP0013,2025-11,20,16,4,Sick
EMP0014,2025-11,20,18,2,Unpaid
EMP0015,2025-11,20,20,0,None
EMP0018,2025-11,20,16,4,Casual
