employee_id,effective_month,base_salary,bonus,currency
EMP0335,2026-04,1075000,179000,INR
EMP0336,2020-02,581000,74000,INR
EMP0336,2020-04,626000,66000,INR
EMP0337,2022-09,726000,66000,INR
EMP0337,2023-04,798000,132000,INR
EMP0337,2024-04,879000,142000,INR
EMP0337,2025-04,940000,137000,INR
EMP0337,2026-04,1036000,138000,INR
EMP0338,2021-11,1335000,224000,INR
EMP0338,2022-04,1443000,258000,INR
EMP0338,2023-04,1558000,72000,INR
EMP0338,2024-04,1700000,257000,INR
EMP0338,2025-04,1830000,67000,INR
EMP0338,2026-04,1951000,156000,INR
EMP0339,2024-09,1404000,126000,INR
EMP0339,2025-04,1630000,64000,INR
EMP0339,2026-04,1934000,66000,INR
EMP0340,2021-08,5269000,214000,INR
EMP0340,2022-04,5849000,105000,INR
EMP0340,2023-04,6262000,355000,INR
EMP0340,2024-04,6936000,532000,INR
EMP0340,2025-04,7686000,107000,INR
EMP0340,2026-04,8153000,998000,INR
EMP0341,2022-12,973000,161000,INR
EMP0341,2023-04,1035000,128000,INR
EMP0341,2024-04,1109000,106000,INR
EMP0342,2019-04,492000,50000,INR
EMP0342,2020-04,528000,77000,INR
EMP0342,2021-04,586000,16000,INR
EMP0342,2022-04,622000,104000,INR
EMP0343,2024-05,1240000,95000,INR
EMP0343,2025-04,1327000,77000,INR
EMP0343,2026-04,1455000,219000,INR
EMP0344,2022-12,1655000,263000,INR
EMP0344,2023-04,1754000,40000,INR
EMP0344,2024-04,1922000,238000,INR
EMP0344,2025-04,2122000,20000,INR
EMP0344,2026-04,2353000,401000,INR
EMP0345,2024-01,1204000,115000,INR
EMP0345,2024-04,1279000,110000,INR
EMP0346,2021-08,3088000,112000,INR
EMP0346,2022-04,3408000,559000,INR
EMP0346,2023-04,3761000,467000,INR
EMP0346,2024-04,4016000,425000,INR
EMP0347,2020-05,814000,141000,INR
EMP0347,2021-04,902000,51000,INR
EMP0347,2022-04,960000,4000,INR
EMP0347,2023-04,1050000,110000,INR
EMP0347,2024-04,1134000,105000,INR
EMP0347,2025-04,1238000,173000,INR
EMP0347,2026-04,1328000,5000,INR
EMP0348,2024-01,901000,64000,INR
EMP0348,2024-04,988000,32000,INR
EMP0349,2019-04,687000,13000,INR
EMP0349,2020-04,746000,63000,INR
EMP0349,2021-04,817000,96000,INR
EMP0349,2022-04,900000,139000,INR
EMP0349,2023-04,996000,9000,INR
EMP0349,2024-04,1095000,182000,INR
EMP0349,2025-04,1172000,210000,INR
EMP0349,2026-04,1257000,123000,INR
EMP0350,2025-05,729000,100000,INR
EMP0350,2026-04,785000,124000,INR
EMP0351,2022-01,668000,43000,INR
EMP0351,2022-04,720000,3000,INR
EMP0351,2023-04,777000,40000,INR
EMP0351,2024-04,833000,95000,INR
EMP0351,2025-04,894000,1000,INR
EMP0352,2022-02,861000,127000,INR
EMP0352,2022-04,937000,120000,INR
EMP0352,2023-04,1025000,105000,INR
EMP0352,2024-04,1089000,101000,INR
EMP0352,2025-04,1202000,11000,INR
EMP0352,2026-04,1320000,50000,INR
EMP0353,2025-08,477000,64000,INR
EMP0353,2026-04,516000,58000,INR
EMP0354,2024-04,1369000,225000,INR
EMP0354,2025-04,1469000,202000,INR
EMP0355,2021-05,2514000,138000,INR
EMP0355,2022-04,2775000,491000,INR
EMP0355,2023-04,3064000,175000,INR
EMP0355,2024-04,3271000,104000,INR
EMP0356,2023-04,1973000,250000,INR
EMP0356,2024-04,2322000,366000,INR
EMP0356,2025-04,2760000,119000,INR
EMP0356,2026-04,3202000,57000,INR
EMP0357,2022-03,1897000,152000,INR
EMP0357,2022-04,2252000,471000,INR
EMP0357,2023-04,2675000,16000,INR
EMP0357,2024-04,3178000,281000,INR
EMP0357,2025-04,3649000,99000,INR
EMP0357,2026-04,4221000,934000,INR
EMP0358,2024-03,1334000,76000,INR
EMP0358,2024-04,1473000,10000,INR
EMP0358,2025-04,1604000,287000,INR
EMP0358,2026-04,1761000,85000,INR
EMP0359,2021-02,491000,1000,INR
EMP0359,2021-04,525000,89000,INR
EMP0359,2022-04,564000,77000,INR
EMP0359,2023-04,615000,24000,INR
EMP0359,2024-04,675000,12000,INR
EMP0359,2025-04,724000,78000,INR
EMP0359,2026-04,787000,85000,INR
EMP0360,2023-11,829000,6000,INR
EMP0360,2024-04,920000,49000,INR
EMP0361,2023-05,1456000,121000,INR
EMP0361,2024-04,1551000,7000,INR
EMP0361,2025-04,1709000,136000,INR
EMP0361,2026-04,1883000,74000,INR
EMP0362,2022-11,1870000,73000,INR
EMP0362,2023-04,1993000,71000,INR
EMP0362,2024-04,2134000,191000,INR
EMP0362,2025-04,2278000,405000,INR
EMP0362,2026-04,2415000,260000,INR
EMP0363,2023-05,930000,160000,INR
EMP0363,2024-04,1010000,61000,INR
EMP0363,2025-04,1121000,109000,INR
EMP0363,2026-04,1199000,144000,INR
EMP0364,2024-08,3072000,386000,INR
EMP0364,2025-04,3374000,118000,INR
EMP0365,2020-07,5529000,682000,INR
EMP0365,2021-04,5908000,749000,INR
EMP0365,2022-04,6410000,267000,INR
EMP0365,2023-04,6805000,56000,INR
EMP0365,2024-04,7472000,451000,INR
EMP0365,2025-04,8208000,35000,INR
EMP0365,2026-04,8964000,934000,INR
EMP0366,2020-09,1279000,213000,INR
EMP0366,2021-04,1373000,9000,INR
EMP0367,2023-03,550000,56000,INR
EMP0367,2023-04,583000,44000,INR
EMP0367,2024-04,619000,95000,INR
EMP0367,2025-04,671000,3000,INR
EMP0368,2026-06,780000,60000,INR
EMP0369,2019-02,2477000,193000,INR
EMP0369,2019-04,2680000,349000,INR
EMP0369,2020-04,2942000,82000,INR
EMP0369,2021-04,3163000,327000,INR
EMP0370,2022-11,751000,59000,INR
EMP0370,2023-04,829000,29000,INR
EMP0370,2024-04,884000,79000,INR
EMP0370,2025-04,940000,97000,INR
EMP0371,2019-01,556000,80000,INR
EMP0371,2019-04,591000,46000,INR
EMP0371,2020-04,639000,59000,INR
EMP0371,2021-04,700000,25000,INR
EMP0371,2022-04,744000,88000,INR
EMP0371,2023-04,810000,37000,INR
EMP0371,2024-04,891000,85000,INR
EMP0371,2025-04,958000,105000,INR
EMP0371,2026-04,1060000,87000,INR
EMP0372,2024-05,812000,63000,INR
EMP0372,2025-04,862000,11000,INR
EMP0372,2026-04,927000,31000,INR
EMP0373,2020-01,2459000,250000,INR
EMP0373,2020-04,2655000,445000,INR
EMP0373,2021-04,2816000,347000,INR
EMP0373,2022-04,3032000,266000,INR
EMP0374,2025-07,1244000,70000,INR
EMP0374,2026-04,1322000,143000,INR
EMP0375,2021-03,1996000,168000,INR
EMP0375,2021-04,2183000,6000,INR
EMP0376,2023-05,785000,7000,INR
EMP0376,2024-04,862000,77000,INR
EMP0377,2021-12,1375000,152000,INR
EMP0377,2022-04,1472000,212000,INR
EMP0377,2023-04,1620000,139000,INR
EMP0377,2024-04,1797000,35000,INR
EMP0377,2025-04,1986000,283000,INR
EMP0377,2026-04,2114000,338000,INR
EMP0378,2019-07,487000,55000,INR
EMP0378,2020-04,537000,13000,INR
EMP0379,2024-02,451000,6000,INR
EMP0379,2024-04,493000,82000,INR
EMP0379,2025-04,527000,31000,INR
EMP0379,2026-04,568000,0,INR
EMP0380,2021-06,884000,36000,INR
EMP0380,2022-04,1016000,25000,INR
EMP0380,2023-04,1200000,152000,INR
EMP0380,2024-04,1427000,89000,INR
EMP0381,2019-02,1368000,163000,INR
EMP0381,2019-04,1612000,322000,INR
EMP0381,2020-04,1909000,272000,INR
EMP0381,2021-04,2261000,240000,INR
EMP0381,2022-04,2657000,302000,INR
EMP0381,2023-04,3147000,468000,INR
EMP0381,2024-04,3631000,144000,INR
EMP0381,2025-04,4163000,281000,INR
EMP0381,2026-04,4821000,991000,INR
EMP0382,2023-03,2102000,458000,INR
EMP0382,2023-04,2414000,496000,INR
EMP0383,2024-12,7196000,338000,INR
EMP0383,2025-04,7938000,1274000,INR
EMP0383,2026-04,8663000,1504000,INR
EMP0384,2019-01,888000,158000,INR
EMP0384,2019-04,975000,66000,INR
EMP0384,2020-04,1041000,44000,INR
EMP0384,2021-04,1128000,18000,INR
EMP0384,2022-04,1222000,168000,INR
EMP0385,2021-08,1537000,10000,INR
EMP0385,2022-04,1687000,55000,INR
EMP0386,2021-05,784000,15000,INR
EMP0386,2022-04,926000,2000,INR
EMP0386,2023-04,1080000,178000,INR
EMP0386,2024-04,1257000,256000,INR
EMP0386,2025-04,1490000,44000,INR
EMP0386,2026-04,1742000,221000,INR
EMP0387,2023-12,4664000,315000,INR
EMP0387,2024-04,5005000,65000,INR
EMP0387,2025-04,5405000,764000,INR
EMP0387,2026-04,5835000,260000,INR
EMP0388,2020-04,3240000,530000,INR
EMP0388,2021-04,3562000,338000,INR
EMP0388,2022-04,3865000,291000,INR
EMP0388,2023-04,4245000,143000,INR
EMP0388,2024-04,4624000,379000,INR
EMP0388,2025-04,4922000,398000,INR
EMP0388,2026-04,5417000,817000,INR
EMP0389,2025-04,2786000,197000,INR
EMP0389,2026-04,3019000,106000,INR
EMP0390,2023-11,5450000,930000,INR
EMP0390,2024-04,6009000,316000,INR
EMP0390,2025-04,6617000,1026000,INR
EMP0390,2026-04,7137000,535000,INR
EMP0391,2022-03,1293000,93000,INR
EMP0391,2022-04,1431000,73000,INR
EMP0391,2023-04,1540000,219000,INR
EMP0391,2024-04,1708000,208000,INR
EMP0391,2025-04,1811000,36000,INR
EMP0392,2020-06,3584000,238000,INR
EMP0392,2021-04,3875000,615000,INR
EMP0392,2022-04,4147000,357000,INR
EMP0392,2023-04,4589000,251000,INR
EMP0392,2024-04,4965000,167000,INR
EMP0392,2025-04,5363000,746000,INR
EMP0392,2026-04,5742000,803000,INR
EMP0393,2019-10,735000,59000,INR
EMP0393,2020-04,808000,51000,INR
EMP0394,2024-09,639000,65000,INR
EMP0394,2025-04,679000,52000,INR
EMP0394,2026-04,729000,4000,INR
EMP0395,2022-06,579000,12000,INR
EMP0395,2023-04,626000,61000,INR
EMP0395,2024-04,673000,2000,INR
EMP0395,2025-04,745000,68000,INR
EMP0395,2026-04,819000,42000,INR
EMP0396,2022-12,1580000,368000,INR
EMP0396,2023-04,1866000,96000,INR
EMP0396,2024-04,2167000,139000,INR
EMP0396,2025-04,2509000,112000,INR
EMP0396,2026-04,2876000,143000,INR
EMP0397,2019-12,1573000,235000,INR
EMP0397,2020-04,1677000,171000,INR
EMP0397,2021-04,1779000,310000,INR
EMP0397,2022-04,1912000,290000,INR
EMP0397,2023-04,2083000,278000,INR
EMP0397,2024-04,2267000,3000,INR
EMP0397,2025-04,2502000,370000,INR
EMP0397,2026-04,2664000,148000,INR
EMP0398,2023-05,933000,107000,INR
EMP0398,2024-04,1018000,176000,INR
EMP0398,2025-04,1099000,127000,INR
EMP0398,2026-04,1206000,29000,INR
EMP0399,2022-05,1998000,236000,INR
EMP0399,2023-04,2129000,37000,INR
EMP0399,2024-04,2350000,351000,INR
EMP0400,2021-09,2836000,236000,INR
EMP0400,2022-04,3270000,13000,INR
EMP0400,2023-04,3885000,286000,INR
EMP0400,2024-04,4582000,1146000,INR
EMP0400,2025-04,5415000,664000,INR
EMP0400,2026-04,6184000,100000,INR
EMP0401,2021-06,2296000,129000,INR
EMP0401,2022-04,2694000,579000,INR
EMP0401,2023-04,3173000,657000,INR
EMP0401,2024-04,3707000,378000,INR
EMP0401,2025-04,4241000,220000,INR
EMP0401,2026-04,4889000,108000,INR
EMP0402,2020-08,807000,21000,INR
EMP0402,2021-04,875000,53000,INR
EMP0402,2022-04,965000,161000,INR
EMP0402,2023-04,1038000,51000,INR
EMP0402,2024-04,1116000,63000,INR
EMP0402,2025-04,1203000,68000,INR
EMP0402,2026-04,1306000,198000,INR
EMP0403,2024-05,2677000,236000,INR
EMP0403,2025-04,2849000,238000,INR
EMP0403,2026-04,3084000,214000,INR
EMP0404,2022-02,911000,32000,INR
EMP0404,2022-04,1006000,64000,INR
EMP0404,2023-04,1115000,101000,INR
EMP0404,2024-04,1229000,109000,INR
EMP0404,2025-04,1324000,123000,INR
EMP0404,2026-04,1452000,252000,INR
EMP0405,2022-03,2232000,248000,INR
EMP0405,2022-04,2432000,421000,INR
EMP0405,2023-04,2630000,60000,INR
EMP0405,2024-04,2816000,90000,INR
EMP0405,2025-04,2986000,151000,INR
EMP0405,2026-04,3292000,61000,INR
EMP0406,2024-03,719000,31000,INR
EMP0406,2024-04,776000,44000,INR
EMP0407,2022-07,3153000,326000,INR
EMP0407,2023-04,3364000,531000,INR
EMP0407,2024-04,3621000,423000,INR
EMP0407,2025-04,3881000,390000,INR
EMP0407,2026-04,4176000,94000,INR
EMP0408,2024-11,3088000,438000,INR
EMP0408,2025-04,3428000,392000,INR
EMP0408,2026-04,3777000,143000,INR
EMP0409,2023-08,1637000,178000,INR
EMP0409,2024-04,1796000,190000,INR
EMP0410,2021-11,2241000,88000,INR
EMP0410,2022-04,2457000,119000,INR
EMP0411,2022-07,1054000,136000,INR
EMP0411,2023-04,1167000,142000,INR
EMP0411,2024-04,1245000,222000,INR
EMP0411,2025-04,1378000,118000,INR
EMP0411,2026-04,1518000,268000,INR
EMP0412,2024-12,1196000,92000,INR
EMP0412,2025-04,1367000,126000,INR
EMP0412,2026-04,1601000,282000,INR
EMP0413,2022-06,4809000,394000,INR
EMP0413,2023-04,5122000,558000,INR
EMP0414,2020-04,4744000,199000,INR
EMP0414,2021-04,5192000,835000,INR
EMP0415,2023-05,2561000,455000,INR
EMP0415,2024-04,2750000,37000,INR
EMP0415,2025-04,2988000,15000,INR
EMP0415,2026-04,3218000,271000,INR
EMP0416,2023-04,2625000,380000,INR
EMP0416,2024-04,3043000,629000,INR
EMP0416,2025-04,3606000,611000,INR
EMP0416,2026-04,4165000,652000,INR
EMP0417,2022-09,7846000,1236000,INR
EMP0417,2023-04,8538000,22000,INR
EMP0417,2024-04,9285000,114000,INR
EMP0417,2025-04,9994000,1796000,INR
EMP0417,2026-04,10945000,7000,INR
EMP0418,2025-01,657000,70000,INR
EMP0418,2025-04,762000,186000,INR
EMP0418,2026-04,876000,30000,INR
EMP0419,2020-11,2134000,483000,INR
EMP0419,2021-04,2518000,439000,INR
EMP0419,2022-04,2899000,592000,INR
EMP0419,2023-04,3341000,455000,INR
EMP0419,2024-04,3968000,686000,INR
EMP0419,2025-04,4620000,1150000,INR
EMP0419,2026-04,5312000,238000,INR
EMP0420,2019-10,1224000,217000,INR
EMP0420,2020-04,1316000,219000,INR
EMP0420,2021-04,1431000,247000,INR
EMP0420,2022-04,1568000,15000,INR
EMP0420,2023-04,1686000,202000,INR
